U_Net,nll+iou,2,400,5,512,2,1,1,,1,0.7473061908559889,0.8886547338527434,0.9059487534993359,0.9401196379129667,0.8096000292733022,0.661856374676336,0.9242124238770143,0.4708661390427845,0.7551184571088756,0.8491963830300371,0.738355115329278
U_Net,nll+iou,2,400,5,512,2,1,1,,2,0.6240244843907604,0.8824558763773003,0.5270075141589673,0.628129160715445,0.5696913907549562,0.8239241079040048,0.957803898136327,0.882524789861803,0.9353570448932453,0.9763449868345632,0.7818341399003597
SEU_Net,nll,2,400,5,32,2,2.0,1.5,,1,0.8547298746008366,0.87962349705171,0.8856687929770041,0.9293572882523716,0.9149053928878658,0.8946920863349135,0.9214278702759157,0.8473616454935077,0.7514208146034512,0.7768765607772407,0.7459647973543858
U_Net,nll+iou,2,400,5,512,2,1,1,,3,0.7697588606135075,0.9310184960832819,0.7974376073061812,0.6247830567131193,0.8842661816013114,0.9573273290240094,0.8286144949995927,0.8585144450278346,0.8602389834745855,0.7793643862117937,0.8008066824064857
SEU_Net,nll,2,400,5,32,2,2.0,1.5,,2,0.7563410081453065,0.8992636499252495,0.6124177084299119,0.7200869471011795,0.6502769180244579,0.8421392901340445,0.9721507211225572,0.9027803470200078,0.9037620301782118,0.9608640839875547,0.7120860939598017
U_Net,nll+iou,2,400,5,512,2,1,1,,4,0.7597254918269156,0.7715359021357108,0.9253165064888844,0.697230645439377,0.778732810907118,0.9420893368879922,0.944113352505349,0.6231062912306992,0.8298427609678604,0.7955400073542007,0.9128535955826631
U_Net,nll+iou,2,400,5,512,2,1,1,,5,0.5499956338298193,0.8374466844737827,0.8321678227547917,0.8742182247600505,0.7544903538479157,0.7307003787656172,0.6242973156697417,0.7410674048790156,0.7298654688170195,0.41138947793587516,0.6289038796174289
SEU_Net,nll,2,400,5,32,2,2.0,1.5,,4,0.7728035311945738,0.7947685945164423,0.9374294226142748,0.623644358687142,0.7773325857733058,0.9345687707301535,0.946814388231831,0.7997675291976872,0.8142856017766715,0.8217565850369761,0.9013118340683954
SEU_Net,nll,2,400,5,32,2,2.0,1.5,,3,0.8429423971040422,0.9306355048913125,0.7939346544341406,0.7055174060931497,0.9146675599507808,0.9562558938942087,0.7901477032437264,0.8595380881921512,0.8559086330311064,0.7824856996936979,0.8403328276161477
U_Net,l1,2,400,5,32,2,2.0,1.5,,1,0.7531870381892577,0.8872828238705779,0.8777212982091388,0.9218904847841077,0.8741113682626976,0.7225864736489861,0.8861063636040761,0.531390153603019,0.7458432499407668,0.8817674135020854,0.7345609060701394
U_Net,l1,2,400,5,32,2,2.0,1.5,,2,0.6061153172272451,0.8427602039767539,0.6193131114842566,0.5450904978581803,0.643977972328572,0.83814517873042,0.958530772567106,0.8855789029711172,0.9198829202201239,0.9422180415093911,0.6740371522975384
SEU_Net,nll,2,400,5,32,2,2.0,1.5,,5,0.7244545247691212,0.8818472722909926,0.939633604364804,0.9205134058648109,0.8092833585202439,0.7657843099445792,0.7776799897626584,0.674792741915308,0.8021292343355307,0.23912279716805981,0.6728813306922844
U_Net,iou,2,400,5,32,2,2.0,1.0,,4,0.6555256608370735,0.7180276037351591,0.5490628610865274,0.8089189481570892,0.9643629187696049,0.9528044854923828,0.6969787471165672,0.7156721989302518,0.7787783303051733,0.5676963464658873,0.9197133758645072
AttU_Net,nll,2,400,5,32,2,2.0,1.5,,2,0.7862177522645772,0.9001675207532559,0.5084781655248722,0.7313037281135858,0.7496903293154661,0.904868963432815,0.9579684077205962,0.8728494000247944,0.9350954663199462,0.9752476674098327,0.8349860395554805
