U_Net,nll,2,256,5,512,2,1,1,,1,100.0,88.7337646484375,87.74966430664062,85.44654846191406,76.34010314941406,86.58279418945312
U_Net,nll,2,512,5,512,2,1,1,,2,100.0,93.1437759399414,89.32920837402344,90.06725311279297,81.31826782226562,89.69671630859375
U_Net,nll,2,512,5,512,2,1,1,,3,100.0,84.48528289794922,87.44551849365234,91.96208953857422,81.23644256591797,89.6469497680664
U_Net,nll,2,256,5,512,2,1,1,,2,100.0,88.01495361328125,82.68770599365234,93.04769134521484,77.8763198852539,87.56233215332031
U_Net,nll,2,512,5,512,2,1,1,,4,100.0,87.04862213134766,88.53668212890625,94.73975372314453,84.38826751708984,91.53324890136719
U_Net,nll,2,256,5,512,2,1,1,,3,100.0,80.23101043701172,85.20589447021484,94.5379638671875,81.20813751220703,89.62966918945312
U_Net,nll,2,512,5,512,2,1,1,,5,100.0,89.10514068603516,84.06521606445312,75.32860565185547,65.91658782958984,79.45747375488281
U_Net,nll,2,256,5,512,2,1,1,,4,100.0,84.47311401367188,87.01835632324219,94.80870819091797,83.06075286865234,90.74665069580078
U_Net,nll,2,400,5,512,2,1,1,,1,100.0,94.0546646118164,88.42276763916016,87.07432556152344,78.1632080078125,87.74336242675781
U_Net,nll+iou,2,400,5,512,2,1,1,,1,100.0,4.671440124511719,35.34619140625,99.9370346069336,35.33832550048828,52.22219467163086
U_Net,nll,2,256,5,512,2,1,1,,4,100.0,86.29658508300781,88.29966735839844,94.20469665527344,83.75028991699219,91.15664672851562
U_Net,nll,2,400,5,512,2,1,1,,2,100.0,96.78046417236328,91.72752380371094,88.3620376586914,81.8402328491211,90.01333618164062
U_Net,nll,2,256,5,512,2,1,1,,5,100.0,86.08866882324219,80.5748519897461,75.64266967773438,63.9759521484375,78.03089904785156
U_Net,nll+ssim,2,400,5,512,2,1,1,,2,100.0,95.33319854736328,89.20995330810547,89.4296646118164,80.70059967041016,89.3196792602539
U_Net,nll,2,512,5,512,2,1,1,,1,100.0,92.1528091430664,91.23810577392578,84.72542572021484,78.35043334960938,87.86125183105469
U_Net,nll,2,400,5,512,2,1,1,,2,100.0,96.49456787109375,91.62393188476562,88.87567138671875,82.19731140136719,90.22887420654297
U_Net,nll,2,400,5,512,2,1,1,,3,100.0,96.20195007324219,90.99327850341797,92.9103012084961,85.08544921875,91.94180297851562
U_Net,nll+iou,2,400,5,512,2,1,1,,1,100.0,93.78343200683594,88.0777359008789,88.06696319580078,78.68685150146484,88.07235717773438
U_Net,nll+ssim,2,400,5,512,2,1,1,,1,100.0,95.0648193359375,89.88375854492188,84.08541107177734,76.81584930419922,86.88794708251953
U_Net,nll+iou,2,400,5,512,2,1,1,,2,100.0,96.58944702148438,91.17491912841797,87.2148666381836,80.42552947998047,89.15093994140625
U_Net,nll+ssim,2,400,5,512,2,1,1,,2,100.0,97.25830841064453,92.75985717773438,86.94422149658203,81.41899871826172,89.7579345703125
U_Net,nll+iou,2,400,5,512,2,1,1,,3,100.0,96.21883392333984,91.06593322753906,93.32386779785156,85.49620056152344,92.18107604980469
U_Net,nll+ssim,2,400,5,512,2,1,1,,3,100.0,95.92030334472656,90.44252014160156,93.47966766357422,85.07555389404297,91.93601989746094
U_Net,nll+iou,2,400,5,512,2,1,1,,4,100.0,96.84083557128906,94.73082733154297,94.25606536865234,89.56061553955078,94.49284362792969
U_Net,nll+ssim,2,400,5,512,2,1,1,,4,100.0,95.76741027832031,93.06237030029297,94.22280883789062,88.03889465332031,93.63899230957031
U_Net,nll+iou,2,400,5,512,2,1,1,,5,100.0,94.47660064697266,87.03439331054688,77.12643432617188,69.1781234741211,81.78141021728516
U_Net,nll+ssim,2,400,5,512,2,1,1,,5,100.0,96.50198364257812,91.26951599121094,76.06900024414062,70.9093017578125,82.9788818359375
U_Net,nll+ssim+iou,2,400,5,512,2,1,1,,1,100.0,95.1975326538086,90.4918212890625,87.64576721191406,80.25499725341797,89.04605865478516
U_Net,nll+ssim+iou,2,400,5,512,2,1,1,,2,100.0,96.12515258789062,90.21887969970703,88.46501922607422,80.7229232788086,89.33334350585938
U_Net,nll+ssim+iou,2,400,5,512,2,1,1,,3,100.0,95.47869873046875,89.5080337524414,93.39610290527344,84.18028259277344,91.4107437133789
U_Net,nll+ssim+iou,2,400,5,512,2,1,1,,4,100.0,95.093505859375,92.18733978271484,96.07953643798828,88.84532928466797,94.09320831298828
U_Net,nll+ssim+iou,2,400,5,512,2,1,1,,5,100.0,96.32190704345703,90.93293762207031,76.7319564819336,71.27840423583984,83.23104858398438
U_Net,l1,2,400,5,512,2,1,1,,1,100.0,92.56437683105469,86.17472839355469,88.87470245361328,77.7839126586914,87.50389099121094
